name,Air spd (rel) hi 35-climb accel (3 secs),Air spd (rel) hi 35-climb accel start,Air spd (rel) hi 35ft t/o,Air spd (rel) hi 500-20ft (3 secs),Air spd (rel) hi liftoff,Air spd (rel) hi tdwn,Air spd (rel) lo 1000-500ft (3 secs),Air spd (rel) lo 35-climb accel (3 secs),Air spd (rel) lo 35ft t/o,Air spd (rel) lo 500-20ft (3 secs),Air spd (rel) lo flap 1,Air spd (rel) lo flap 10,Air spd (rel) lo flap 15,Air spd (rel) lo flap 5,Air spd (rel) lo liftoff,Air spd (rel) lo tdwn,Air spd (VMO) excd,Air spd hi 1000-8000ft,Air spd hi 10000-8000ft,Air spd hi 3000-1000ft,Air spd hi 5000-3000ft,Air spd hi 8000-10000ft,Air spd hi 8000-5000ft,Air spd hi flap 1,Air spd hi flap 10,Air spd hi flap 15,Air spd hi flap 2,Air spd hi flap 25,Air spd hi flap 30,Air spd hi flap 40,Air spd hi flap 5,Air spd hi ldg gear extd,Air spd hi ldg gear extn,Air spd hi ldg gear retr,AP disengaged crz,AP engaged early t/o,Eng N1 hi app,Eng N1 lo 500-50ft (5 secs),Eng N1 lo TOGA t/o,Eng rev thrust hi at lo gnd spd,Flap mvmt late app,Flap retr early t/o,Flap setting lo 1000ft,Fuel qty low tdwn,Gnd spd hi taxi straight,Gnd spd hi taxi turn,Go-around,GS dev above GS 1000-500ft,GS dev above GS 1500-1000ft,GS dev above GS 500-200ft,GS dev below GS 1000-500ft,GS dev below GS 1500-1000ft,GS dev below GS 500-200ft,Hdg dev rwy >80kts air spd t/o,Hdg var 500-50ft,Hdg var tdwn 60kts air spd,Hgt hi 1 min tdwn,Hgt hi 2 min tdwn,Hgt lo 1 min tdwn,Hgt lo 2 min tdwn,Hgt loss 1000-2000ft,Hgt loss 35-1000ft,Lat g hi taxi turn,Ldg gear late extn,Ldg gear late retr,Ldg gear late retr g/a,Ldg weight hi tdwn,LOC dev 1000-500ft,LOC dev 1500-1000ft,LOC dev 500-200ft,Long flare duration,Mach (MMO) excd,Max alt (flaps extd) excd,Max alt (ldg gear extd) excd,Max alt excd,Norm g hi t/o,Norm g hi tdwn (hard ldg),Pitch cycle fin app,Pitch hi 1000-500ft,Pitch hi 35-400ft,Pitch hi 35ft t/o,Pitch hi 400-1000ft,Pitch hi 500-50ft,Pitch hi 50ft tdwn,Pitch hi liftoff,Pitch lo 1000-500ft,Pitch lo 20ft tdwn,Pitch lo 35-400ft,Pitch lo 35-climb accel start,Pitch lo 35ft t/o,Pitch lo 400-1000ft,Pitch lo 500-20ft,Pitch rate (neg) t/o,Pitch rate (rot) hi t/o,Pitch rate hi 35-1000ft,Pitch rate lo t/o,RoC lo 35-1000ft,RoD hi 1000-500ft,RoD hi 2000-1000ft,RoD hi 3000-2000ft,RoD hi 500-50ft,RoD hi 50ft tdwn,RoD hi tdwn,Roll cycle fin app,Roll hi >1000ft,Roll hi 1000-300ft,Roll hi 20-400ft,Roll hi 20ft tdwn,Roll hi 300-20ft,Roll hi 400-1000ft,Roll hi liftoff 20ft,RTO,Short flare duration,Spdbrk dep flaps extd,TAWS GS 500-200ft,Throttle cycle fin app,Turb app,Turb crz,Turb flt,Unstable app,Unstable app g/a
Air spd (rel) lo flap 1,-0.001410589,0.003558111,0.004319069,0.003483783,-0.004637195,0.010452688,0.002919541,-0.001659465,-0.000859468,0.005476107,1,0.083608756,0.044758493,0.099017297,0.015275165,0.004251368,0.012234588,0.000351372,-0.015644296,-0.008993152,-0.012696674,0.001465481,-0.013070311,-0.003222511,-0.00548729,-0.015982563,-0.005492806,-0.021960954,-0.000747131,0.002021238,-0.006517559,-0.000259131,-0.004332281,-0.000259131,0.002086747,0.000599493,-0.000259131,-0.009462721,-0.005663294,0.018307972,-0.011480047,0.004651516,-0.010020297,-0.011359069,-0.011830823,-0.040973769,-0.001920918,-0.002342596,-0.004218248,0.008896828,-0.007515747,-0.004762191,-0.004212471,0.004907265,-0.003289725,0.005392574,0.000230247,-0.001956812,-0.017925623,-0.003056489,-0.000447259,-0.000259131,-0.003863448,-0.000777413,-0.000595342,0.002415043,0.007191737,-0.004030753,-0.010157441,-0.001863742,-0.00477172,0.006139873,-0.001003656,-0.001466015,-0.00153321,-0.001111036,0.016948152,0.003317268,0.000151918,0.012111941,-0.01125898,0.017112069,-4.08E-05,0.0147258,0.022748421,-0.000234673,0.005854957,0.012390607,0.064227568,0.005293328,0.00449338,0.013471125,0.006980206,-0.001782776,0.008064185,0.011355578,-0.00175777,-0.008920573,-0.015910392,-0.013442349,0.004792845,0.041598515,0.002394185,0.010784699,-0.00099319,-0.003705977,0.001137755,0.003268323,0.000482434,0.003857719,-0.001659465,-0.000518267,0.007177826,0.002789158,-0.000448831,0.005667715,0.002701901,-0.000685609,0.006613359,-0.001160913,0.002617148
Air spd (rel) lo flap 10,-0.000569356,0.001631451,0.00375809,-0.001674496,-0.006480928,0.004286759,0.005372967,-0.002112535,0.004985054,0.004530779,0.083608756,1,0.103642449,0.083300038,0.012467524,0.006875712,-0.000659765,0.006787292,-0.01321485,-0.01136626,-0.017007805,0.009622208,-0.014688114,0.001968996,0.015095866,-0.021867754,-0.003176679,-0.033092932,-0.010419793,0.004683692,-0.004272403,0.019831807,-0.001890647,-0.000329879,-0.002184398,0.001652723,-0.000329879,-0.013749708,-0.003645379,0.01795381,-0.015234596,-0.002534333,-0.012619238,-0.018996733,-0.011530079,-0.03192843,0.002952293,-0.0035251,-0.008590419,0.011363984,-0.009140017,0.005046092,-0.008088469,0.001881501,-0.001008301,0.007236451,-0.003130422,-0.00334706,-0.024927225,-0.002180113,-0.000569371,-0.000329879,-0.000859611,0.005731074,-5.23E-05,0.008601839,0.005817645,-0.002953424,0.004216602,0.000687861,-0.008421886,0.004402621,-0.001277676,0.005262687,-0.00195181,0.002502398,0.029117346,0.001354321,0.001588423,0.004235853,-0.023013864,0.006264682,-0.003299863,0.026455006,0.041571138,-0.003387636,0.00144329,0.019986926,0.047241114,-0.000433038,-0.002935396,0.006665253,0.002278173,-0.006958693,0.003280363,0.015055449,-0.00223768,-0.007052832,-0.014777091,-0.011647666,0.014457949,0.035511793,0.001101642,0.000470331,-0.001547499,-0.001186383,0.007209853,0.002763302,-0.004135098,-0.001745058,0.001036603,0.009421177,0.011656973,0.038399982,-0.000571372,-0.000975222,-0.0010961,-0.000872796,0.003206097,0.015970938,0.001308137
Air spd (rel) lo flap 15,0.001671251,0.008074682,0.014893717,0.009824181,-0.002235766,0.016661845,0.019692822,0.00188071,0.006172443,0.01049727,0.044758493,0.103642449,1,0.098121953,0.013643908,0.009366072,-0.000562016,-0.004548259,-0.00515318,-0.006632035,-0.005551578,-0.009240782,-0.006407615,0.014707372,0.0117868,-0.016581773,-0.000382308,-0.027743499,-0.007366996,0.006156323,0.000457644,0.023281062,0.00518537,-0.000281005,0.001652154,-0.002482398,-0.000281005,-0.009564825,-0.007934074,0.030549628,-0.00580588,0.000909249,-0.010886603,-0.014052592,-0.018216062,-0.048366966,0.001070933,0.000769921,-0.005966872,0.005932495,-0.003035429,0.016004787,-0.002839279,0.000208514,0.005722191,0.010343911,-0.002666628,-0.004045691,-0.012794605,0.014680199,-0.000485015,-0.000281005,-0.002608528,0.00701119,-0.001013616,0.011108074,0.016739137,0.019691447,0.019098829,0.013670171,-0.009388191,0.005521979,-0.001088379,-0.001589768,-0.001662636,0.004152767,0.035307739,0.014874806,0.013914727,0.014125849,-0.012964973,0.015265152,-0.000453995,0.023814908,0.030555345,0.004944944,0.001375694,0.009570846,0.066002029,0.009274832,-0.000207774,0.017875988,0.010390334,-0.004461243,0.004509311,0.020904997,-0.001906152,-0.000557354,-0.014474512,-0.002165934,0.021763275,0.059556851,0.005674469,0.010926855,-0.001946033,0.009162649,0.000125514,0.004484055,0.002664897,-0.001500176,0.00188071,-0.000562016,0.017714582,0.026974999,-0.000486719,0.004843117,0.00523057,-0.000743485,0.010059228,-0.013457967,0.006038582
Air spd (rel) lo flap 5,-0.004642041,-0.002192596,0.003774644,0.006757337,-0.000532092,0.015674904,0.011803903,-0.001576507,-0.000816503,0.01733137,0.099017297,0.083300038,0.098121953,1,0.025920121,0.008052592,-0.000492359,0.000558539,-0.003746854,-0.003817388,-0.002758223,0.001156292,-0.002256468,0.001579041,-0.00510939,-0.016592718,0.001126932,-0.02320574,-0.001862143,0.006940705,0.001303713,-0.000246177,0.000705871,-0.000246177,0.002368662,0.000862922,-0.000246177,-0.009099614,-0.006660452,0.028615871,-0.008665796,-0.001891279,-0.00920676,-0.013469898,-0.013086374,-0.03693665,-0.00182489,4.13E-05,-0.004445844,0.003814955,-0.002469247,0.00174077,-0.003542182,0.003413581,-0.001010373,0.00473159,0.000491886,-0.001678812,-0.016487491,0.00847608,-0.000424901,-0.000246177,-0.001870581,-0.00073855,0.002076719,0.002805421,0.01264148,0.009669244,0.014504185,0.000790008,-0.009251082,0.006551459,-0.000953483,-0.001392728,-0.001456564,0.00493249,0.027767077,0.014014716,0.008543989,0.005864254,-0.011364943,0.010005115,0.000220402,0.022653668,0.023574477,0.001890727,0.004542042,0.013068425,0.052475413,0.002163949,-0.003215195,0.008502168,0.005189157,-0.001719923,-0.003917147,0.013749304,-0.001669898,-0.000782517,-0.012182614,-0.007359654,0.018679136,0.038560114,-0.001557158,0.005262279,0.004817967,0.004928927,-0.00184644,0.005989011,-0.002361909,-0.004832022,-0.001576507,0.01291827,0.014232481,-0.009492888,-0.000426394,0.006208419,0.008503541,-0.000651336,0.005748648,0.000116674,0.002912252
Air spd (rel) lo liftoff,-0.00084544,-0.002938835,-0.003779731,0.000554089,-0.004327582,0.012200956,-0.000697153,0.027370872,0.053501956,0.006606741,0.015275165,0.012467524,0.013643908,0.025920121,1,0.007301859,-0.000146931,-0.007757513,0.003719312,-0.000919617,0.004572916,-0.008413108,0.001775998,-0.001317613,0.008846453,-0.002408528,-0.001557239,-0.003785185,0.00767539,-0.001370053,-0.001847762,-7.35E-05,-0.001228225,-7.35E-05,-0.000486471,-0.000648989,-7.35E-05,-0.001782561,-0.002363599,0.010988261,-0.003332182,-0.000564402,-0.000128382,-0.005727646,-0.006098957,-0.025683086,-0.00054459,-0.002427387,0.003296661,-0.003009568,0.003152532,0.005324817,-0.000668542,0.009096402,-0.000932654,-0.000756193,-0.000697153,0.005141042,-0.005438957,-0.000866531,-0.0001268,-7.35E-05,-0.001095308,-0.000220401,-0.000818401,0.008049934,0.003834515,0.000355037,0.002750109,0.001508302,-0.0037059,-0.000264892,-0.000284542,0.015341041,-0.000434673,0.001207408,0.008462885,-0.001377945,-0.001241231,0.004391932,0.003568281,0.00464161,-0.000734888,0.009983196,0.040244325,0.002505691,-0.000999834,0.009843361,0.034959601,0.005230057,0.000642819,0.005143034,0.028084813,0.005092518,-0.00181797,-0.001465928,-0.000498337,-0.000528485,0.001991064,-0.001013527,0.004674377,0.010411349,-0.000464693,0.001949272,-0.000593008,-0.001424319,0.002384976,0.006548493,-0.001196957,-0.000488992,-0.000470467,-0.000146931,0.015082261,-0.000259435,-0.000127246,-0.000693267,0.004700947,-0.000194374,0.001176202,-0.009857603,-0.000446923
Air spd (rel) lo tdwn,-0.001267768,-0.003070459,-0.00058355,-0.013663248,-0.002470343,-0.00678555,0.016764259,-0.001197755,-0.00062034,0.059769925,0.004251368,0.006875712,0.009366072,0.008052592,0.007301859,1,-0.000374071,-0.004157181,0.011988243,0.003224472,0.010350709,-0.006623912,0.014994541,0.008434262,0.009364658,0.001797749,0.004354637,-0.002951933,0.002976648,0.002181737,0.006527089,-0.000187033,0.003194703,-0.000187033,-0.0012385,-0.001652251,-0.000187033,0.010406312,-0.001587199,0.000906722,0.002441742,0.003142095,0.001155036,-0.00426445,-0.002059216,-0.007028266,-0.001386465,0.004538883,0.001827908,0.005355287,-0.001733024,0.002698295,-0.00257466,-0.001382082,0.003171297,-0.003198552,0.001932954,-0.000246953,0.020583142,-0.002206088,-0.000322819,-0.000187033,0.004290412,-0.000561115,-0.002083555,-0.001888925,0.000773462,0.000221014,0.008453524,0.003228297,0.118094634,0.009079093,-0.000724411,-0.001058129,-0.001106628,0.000837664,-0.010681856,-0.00350809,-0.001078107,0.002559763,-0.000579951,0.002285709,-0.001870941,0.152420563,0.009494644,0.00066984,-0.002545463,0.008457871,0.01031156,-0.002659995,0.006854826,-0.002002492,0.004516731,0.00150359,-0.00177699,0.009741712,-0.00126871,0.004457119,0.006343784,-7.04E-06,-0.000718964,-0.004508934,-0.001183055,-0.004501187,0.00169883,8.15E-06,0.00694021,0.00068636,-0.000885263,0.001790232,-0.001197755,-0.000374071,-0.006678577,0.00843979,-0.000323954,-0.001764979,-0.002863027,-0.000494854,-0.002662136,-0.011884729,-0.001137814
Air spd (VMO) excd,-0.000879754,-0.0012352,-0.000673182,-0.000989575,-0.000770756,-0.000474698,-0.000124165,-8.38E-05,-4.34E-05,-0.00015599,0.012234588,-0.000659765,-0.000562016,-0.000492359,-0.000146931,-0.000374071,1,-0.001882671,-0.001416592,-0.000547485,-0.000966142,0.001374064,-0.001173763,-0.000234671,-0.000328567,-0.0009032,-0.000277349,-0.001337669,-0.000712641,-0.000244011,-0.000329092,-1.31E-05,-0.000218751,-1.31E-05,-8.66E-05,-0.000115587,-1.31E-05,-0.000977908,-0.001043116,0.012442458,-0.000845752,-0.000100522,-0.000661368,-0.001020111,-0.001842509,-0.002608059,-9.70E-05,-0.000432325,-0.000416582,-0.000536013,-0.001303939,-0.000657343,-0.000989787,-0.000411555,-0.000166109,-0.000530436,-0.000124165,-0.000188378,0.003476486,-0.000154332,-2.26E-05,-1.31E-05,-0.000195078,-3.93E-05,-0.00014576,-0.000132144,-0.00022836,-0.000618142,-0.000707098,-0.000341696,-0.000898352,-4.72E-05,-5.07E-05,-7.40E-05,-7.74E-05,-0.001222106,0.005199892,-0.000245416,-0.000221067,-0.000804693,-0.001345249,0.009138469,-0.000130886,0.004971409,0.009610023,-0.000723895,-0.000178073,0.004045011,0.007864516,-0.000186086,-0.000403472,-0.00033378,-0.000459986,-0.000459607,-0.000323786,0.010310108,-8.88E-05,-0.001194202,-0.001067001,-0.000747783,0.016187504,-0.000925828,-8.28E-05,-0.00031489,-0.000513866,-0.000253676,-0.000290978,-0.000157086,-0.000213182,-0.000972346,-8.38E-05,-2.62E-05,0.01085092,-0.000673576,-2.27E-05,-0.000123473,-0.000200289,-3.46E-05,-0.000363992,-0.004767506,-7.96E-05
Air spd hi 1000-8000ft,-0.028008551,-0.03605108,-0.028926543,-0.020208833,-0.01380206,-0.012651865,-0.000612318,0.00383227,-0.000742761,0.004678134,0.000351372,0.006787292,-0.004548259,0.000558539,-0.007757513,-0.004157181,-0.001882671,1,0.008501566,0.003149781,0.009185964,0.673744129,0.010004456,-0.010269334,-0.011016443,0.004216604,0.009916354,0.009401465,-0.03000123,-0.00016664,0.005938098,-0.000941326,-0.002497359,-0.000941326,0.000825819,0.004196537,-0.000941326,-0.021980525,0.000629401,-0.010942247,0.010642474,0.014346562,0.010983942,-0.019822716,0.00864452,0.051021568,0.005697773,-0.007530611,-0.005769077,-0.007793179,-0.02289177,-0.013604658,-0.020454583,-0.006125735,-0.000127784,0.002565119,0.002715876,0.000168711,-0.022247844,0.00429831,-0.001624727,0.006949882,0.003010126,0.002436891,-0.003397017,0.005431003,0.000786687,-0.015339547,-0.018293127,-0.003039975,0.011432651,-0.00120542,0.000429282,-0.005325485,-0.004235574,-0.027282017,0.006698639,-0.003740374,0.001470249,-0.043691554,-0.028343432,-0.055008726,0.00163496,0.000460032,-0.011002484,-0.020956396,-0.005264338,0.041570334,-0.079031705,0.009947169,0.031227445,-0.014693503,-0.011143603,-0.010419213,0.012537677,0.004699569,0.014560671,-0.016806731,-0.014772103,-0.006419729,-0.004086727,-0.004527315,-0.003458491,-0.00718476,-0.009772901,0.002546325,-0.007056576,-0.003406299,-0.001752107,-0.018242425,-0.002330534,-0.001882671,-0.005264077,-0.001051869,-0.001630435,-0.002189352,0.003127845,0.000492091,-0.007085165,0.039672408,-0.003131619
Air spd hi 10000-8000ft,-0.000911544,-0.002051776,-0.00223767,0.003919846,-0.001519458,-0.001954028,-0.001155021,0.000117442,-0.002349206,0.004061977,-0.015644296,-0.01321485,-0.00515318,-0.003746854,0.003719312,0.011988243,-0.001416592,0.008501566,1,0.069879332,0.310454935,0.002968641,0.653624197,0.012819857,-0.001033334,0.018725945,0.017876824,0.026002224,0.006402558,0.004403378,0.029760655,-0.000708289,0.036359131,0.009222296,0.004193275,0.002740588,-0.000708289,0.004081466,-0.005996606,0.00026645,0.007373522,0.004903274,0.004302536,-0.004579934,0.004841166,0.005382988,-0.001262586,0.002988795,0.004451123,-0.004263699,0.025715365,0.013639684,0.024974029,-0.004801815,0.0144996,-0.004697513,0.006041702,0.010523288,0.001888321,0.00528797,-0.001222506,-0.000708289,0.012762473,-0.002124923,0.001923321,0.000869095,0.009591062,0.025192147,0.016572625,0.007085854,0.012127616,0.000200484,-0.002743318,-0.002251421,0.004203048,-0.008689958,-0.004887027,0.001042897,0.002731327,-0.006081157,-0.002683983,-0.007818172,-0.000131525,0.012921396,0.002001437,0.007907373,-0.001603518,0.002910327,-0.00785522,0.002511814,0.004082568,-0.000793119,0.005089442,0.00105429,0.003810826,0.002923612,-0.000134282,0.026681159,0.052620524,0.043416254,0.01282036,-0.000777553,0.000230905,-0.000892163,0.0179494,0.016544224,0.000368869,-0.000224088,0.000864068,-0.003373434,-0.002984758,-0.001416592,0.000402749,0.006982326,0.004506663,0.001739633,-0.002403835,-0.001873994,-0.005711549,-0.029374406,-0.004308863
Air spd hi 3000-1000ft,-0.002489242,-0.003349938,-0.004524378,0.00150429,0.001081327,-0.003883072,0.005048641,0.005798267,0.006380674,0.002824914,-0.008993152,-0.01136626,-0.006632035,-0.003817388,-0.000919617,0.003224472,-0.000547485,0.003149781,0.069879332,1,0.197117394,-0.000822173,0.09542591,0.000492831,0.000858647,0.018657949,0.013640916,0.022283823,0.006354955,9.15E-05,0.020136488,-0.00027374,0.04032705,-0.00027374,0.008999244,0.003057216,0.023899005,0.003678759,0.00281047,-0.000653168,0.021492999,0.001044587,0.012903003,-0.003933606,0.004500763,0.004009194,0.010913787,0.004954638,0.008862761,-0.001669338,0.021271272,0.009233129,0.015756938,0.002991976,0.009867353,0.000353576,0.002499868,0.001102681,0.008660569,0.004976126,-0.000472474,-0.00027374,0.004028896,-0.00082124,0.001293838,-0.002764604,-0.000614217,0.032204985,0.026673339,0.016087447,0.010239602,-0.000987021,-0.001060238,-0.001548662,-0.001619646,-0.004229289,-0.004514995,3.25E-05,0.003961759,-0.002738061,0.00327699,-0.000323056,0.002097832,0.009767649,-0.005126279,0.010694227,-0.001947218,-0.003469004,-0.006118529,-0.002191224,0.006545703,0.000629821,0.001466983,0.00079017,0.004006193,-0.00162927,0.001707736,0.029741089,0.044171017,0.086024096,0.005062144,-0.007021024,-0.001731502,-0.00053852,0.014117566,0.012180424,-0.002817639,-0.003286413,-1.40E-06,-0.003154114,0.002022624,-0.000547485,-0.004391318,0.017913749,-0.000474134,-0.002583198,-0.002610258,-0.000724261,-0.001501873,-0.028215628,0.002309153
Air spd hi 5000-3000ft,-0.000273176,-0.00080293,-0.004059134,0.000380902,-0.000703701,-0.004661465,-0.00162714,-0.003093538,-0.001602202,0.002481662,-0.012696674,-0.017007805,-0.005551578,-0.002758223,0.004572916,0.010350709,-0.000966142,0.009185964,0.310454935,0.197117394,1,0.002444404,0.461268213,0.009355518,0.00076538,0.018601166,0.0176253,0.02725082,0.003870774,-0.001472777,0.024797165,-0.000483066,0.054260683,-0.000483066,-0.001108199,-0.002679319,-0.000483066,-0.003627598,-0.004035463,-0.003577173,0.013569749,0.007243946,0.008014754,-0.005123463,0.005002457,0.00370169,0.000173028,0.004981678,0.006786678,-0.003525416,0.014684389,0.002397961,0.013838185,-0.001285402,0.012663744,-0.003435644,0.001329824,0.002797755,0.006017761,0.0085806,-0.000833771,-0.000483066,0.014616578,-0.001449237,0.002176969,-0.002112195,0.002839325,0.022923605,0.018301373,0.006254974,0.013780505,0.002147375,-0.001870993,-0.002732913,-0.000487758,-0.004494205,-0.008942729,0.000680261,-0.001520387,-0.006578549,0.004285103,-0.005944308,-0.000624257,0.008322867,0.001678973,0.009970328,0.00374104,0.003044373,-0.007452851,0.001027705,0.010726953,-0.004594873,0.000709128,-0.001274601,0.001689612,0.002670976,0.002926421,0.022801504,0.051059706,0.061840802,-0.002033998,-0.006552336,-0.000838209,7.14E-05,0.022501584,0.015407315,0.002535018,-0.001123312,-0.000111549,0.001442548,-0.000903379,0.00604494,-0.003771377,0.00893827,-0.000836701,-0.003071791,-0.001895346,-0.001278098,-0.00685266,-0.027367261,-0.000633245
Air spd hi 8000-10000ft,-0.028086703,-0.033980393,-0.030507292,-0.020532122,-0.013562248,-0.013201179,0.00240413,0.003014123,0.000673846,0.004317871,0.001465481,0.009622208,-0.009240782,0.001156292,-0.008413108,-0.006623912,0.001374064,0.673744129,0.002968641,-0.000822173,0.002444404,1,0.00497097,-0.012360724,-0.011692114,0.00168213,0.01221247,0.008301034,-0.034587814,0.001084392,0.007788596,-0.001087126,-0.004141889,-0.001087126,0.000207593,0.000844895,-0.001087126,-0.022658813,-0.003656624,-0.011131312,0.008386594,0.011053609,0.006763134,-0.023770249,0.008300739,0.056367626,0.000490745,-0.008840298,-0.005540728,-0.003640908,-0.023229433,-0.014989128,-0.018437766,-0.005128625,0.000747869,-0.000302184,0.002545707,0.001130177,-0.031360337,0.002232134,-0.001876377,0.00600948,0.005786766,0.006200925,-0.004459993,-0.00047836,0.004656983,-0.015536331,-0.018725294,-0.004650919,0.010671651,-0.001951522,-0.000545775,-0.004895697,-0.005232563,-0.028116996,0.004583484,-0.002187948,0.000698036,-0.047111749,-0.033989724,-0.060673889,0.004032916,0.002733424,-0.01173624,-0.018791493,-0.004354081,0.051381799,-0.087709516,0.008521779,0.023674623,-0.014322573,-0.01033965,-0.015580772,0.010212728,0.007367245,0.006230055,-0.01464823,-0.014511584,-0.004361001,-0.00131279,-0.002949275,-0.002387607,-0.007219408,-0.011050134,0.004226344,-0.004976409,-0.003585052,-0.004622897,-0.018378365,-0.001419672,-0.002174274,-0.003356997,0.002612094,-0.00188297,-0.003486784,0.001449409,0.002488313,-0.007888288,0.043797018,-0.004279885
Air spd hi 8000-5000ft,-0.001727043,-0.005283975,-0.003279987,0.002113758,0.001895066,0.000891114,-0.001857449,-0.001925514,-0.001946511,0.004825356,-0.013070311,-0.014688114,-0.006407615,-0.002256468,0.001775998,0.014994541,-0.001173763,0.010004456,0.653624197,0.09542591,0.461268213,0.00497097,1,0.009798659,0.000277381,0.023293056,0.018651289,0.028781603,0.005371801,0.000406838,0.030211985,-0.000586876,0.042221329,-0.000586876,0.001362257,-0.001197534,-0.000586876,0.004471131,-0.007233931,-0.001906257,0.011300362,0.009242858,0.005736133,-0.002094206,0.004375164,0.006031372,-0.001208994,0.004215062,0.006171885,-0.004640053,0.022020943,0.011111745,0.020132945,-0.004191697,0.013830694,-0.003897736,0.003091572,0.007873322,0.005089702,0.006022237,-0.001012946,-0.000586876,0.009508947,-0.001760674,0.002949888,-0.002235413,0.005925429,0.0211334,0.013409175,0.002269892,0.015201495,-0.002116094,-0.002273065,-0.003320208,0.002478605,-0.007804157,-0.004661671,-0.00034797,0.000505101,-0.004810136,-0.002500131,-0.008238083,-0.002349255,0.014064039,-0.001139632,0.009052725,-0.003671001,0.005449112,-0.008501353,0.003219676,0.007940049,-0.002960641,0.001575642,0.001610603,0.002127703,0.002977289,0.00294051,0.025183359,0.048404132,0.052636197,0.00764899,-0.00333423,0.001854535,-0.002377682,0.021918988,0.019054545,-0.000352599,-0.001175952,-0.000904502,-0.001075696,-0.003758331,-0.001173763,-0.003467791,0.011296123,-0.001016505,-0.004293988,-0.002847669,-0.001552758,-0.006151715,-0.026452963,-0.001640926
Air spd hi flap 1,0.003233075,0.001450587,0.008325448,-0.000446642,0.000848481,0.005063038,-0.001113455,-0.000751405,-0.000389167,-0.001398845,-0.003222511,0.001968996,0.014707372,0.001579041,-0.001317613,0.008434262,-0.000234671,-0.010269334,0.012819857,0.000492831,0.009355518,-0.012360724,0.009798659,1,0.046205516,0.009428059,0.100614824,0.003769401,0.031256659,0.006820357,0.115273055,-0.000117334,0.001386447,-0.000117334,-0.000776965,0.005291485,-0.000117334,-0.001795366,-0.002784318,0.014241548,-0.002256199,-0.000901433,0.000811685,-0.003186707,-0.009867689,-0.034172599,-0.00086979,0.006341581,0.003330462,-0.000670132,0.005730713,0.00993098,0.000318743,0.003460715,-0.001489586,-0.00197061,-0.001113455,0.00996899,-0.003000593,-0.001383976,-0.000202519,-0.000117334,-0.001749367,-0.000352012,-0.001307106,-0.001185005,-0.002047825,0.019640192,0.023150451,0.00552919,-0.004700494,-0.000423072,0.013972666,-0.000663811,0.008751149,0.004216875,0.005001734,0.000784945,0.001325504,0.013265414,0.000137865,0.010854536,-0.001173723,0.007623684,0.010236993,0.004835552,-0.001596881,0.000269558,0.033045854,0.006198926,2.83E-05,0.003605542,-0.000920608,-0.000914619,0.001626898,0.003090644,-0.000795917,0.006716012,0.006158616,0.004276497,0.01198131,0.01290047,-0.000742182,0.006497954,-0.000297038,-0.002274846,-8.99E-05,-0.001408671,-0.001911716,-0.001708394,-0.000751405,-0.000234671,0.001188153,0.006105456,-0.00020323,-0.001107249,0.001856014,-0.000310444,-0.001245493,-0.015246018,-0.000713801
Air spd hi flap 10,-0.001249115,0.000628936,0.002617002,-0.002555475,-0.001346683,-0.002625157,-0.001558969,-0.001052055,-0.000544879,-0.001958549,-0.00548729,0.015095866,0.0117868,-0.00510939,0.008846453,0.009364658,-0.000328567,-0.011016443,-0.001033334,0.000858647,0.00076538,-0.011692114,0.000277381,0.046205516,1,0.02569402,0.013545372,0.014544932,0.056164302,0.018426618,0.016621196,-0.000164282,0.002045694,-0.000164282,-0.001087844,-0.001451265,-0.000164282,0.002695056,-0.005260588,0.016383779,0.003998138,0.0039447,0.003759607,-0.005342255,-0.007077557,-0.036306572,-0.001217809,0.006760242,0.004883597,-0.000809149,0.002425058,0.003072585,0.000733271,-4.94E-05,-0.002085596,0.0013157,-0.001558969,0.00875937,-0.007821838,-0.001937731,-0.00028355,-0.000164282,-0.002449321,-0.000492859,0.005354612,-0.001659148,0.004019816,0.00167941,0.011616751,0.000322272,-0.005876157,-0.00059235,-0.00063629,0.00614002,-0.000972013,0.005925271,0.005452267,-0.003081351,-0.002775633,0.025208862,0.000989686,0.018841307,0.002356614,0.017564996,0.013193195,0.011545583,-0.002235822,-0.003526223,0.046223701,-0.002336422,-0.001151426,0.006828312,0.00913059,-0.001180478,0.005661556,-0.002391121,-0.001114379,0.007175871,0.00809047,0.008473928,0.013400823,0.023976583,0.005284116,-0.000618017,-0.000281327,-0.00111876,-0.001850345,-0.001972306,-0.000218142,-0.004960696,0.005193635,-0.000328567,3.46E-05,0.047647782,-0.000284547,-0.001550279,9.89E-05,-0.000434658,0.008431783,-0.022333197,-0.000999406
