Var1,Var2,value
Unstable app,Spdbrk dep flaps extd,-0.006574447
Spdbrk dep flaps extd,Unstable app,-0.006574447
Pitch hi 35-400ft,Air spd hi 5000-3000ft,-0.006578549
Air spd hi 5000-3000ft,Pitch hi 35-400ft,-0.006578549
Air spd hi 8000-10000ft,Air spd (rel) lo tdwn,-0.006623912
Air spd (rel) lo tdwn,Air spd hi 8000-10000ft,-0.006623912
Air spd hi 3000-1000ft,Air spd (rel) lo flap 15,-0.006632035
Air spd (rel) lo flap 15,Air spd hi 3000-1000ft,-0.006632035
Fuel qty low tdwn,Air spd hi flap 40,-0.006644965
Air spd hi flap 40,Fuel qty low tdwn,-0.006644965
RoD hi 3000-2000ft,Pitch lo 35-climb accel start,-0.006645521
Pitch lo 35-climb accel start,RoD hi 3000-2000ft,-0.006645521
Eng N1 lo TOGA t/o,Air spd (rel) lo flap 5,-0.006660452
Air spd (rel) lo flap 5,Eng N1 lo TOGA t/o,-0.006660452
Roll hi 20-400ft,Hgt lo 1 min tdwn,-0.006669409
Hgt lo 1 min tdwn,Roll hi 20-400ft,-0.006669409
Pitch rate hi 35-1000ft,Fuel qty low tdwn,-0.006674179
Fuel qty low tdwn,Pitch rate hi 35-1000ft,-0.006674179
Short flare duration,Air spd (rel) lo tdwn,-0.006678577
Air spd (rel) lo tdwn,Short flare duration,-0.006678577
Roll hi 20-400ft,Pitch hi 35-400ft,-0.006693546
Pitch hi 35-400ft,Roll hi 20-400ft,-0.006693546
Long flare duration,Eng N1 lo 500-50ft (5 secs),-0.006709433
Eng N1 lo 500-50ft (5 secs),Long flare duration,-0.006709433
Pitch rate (rot) hi t/o,Air spd (rel) hi 35ft t/o,-0.006716071
Air spd (rel) hi 35ft t/o,Pitch rate (rot) hi t/o,-0.006716071
Ldg gear late retr,Gnd spd hi taxi turn,-0.006718699
Gnd spd hi taxi turn,Ldg gear late retr,-0.006718699
RoD hi 2000-1000ft,Gnd spd hi taxi turn,-0.006731138
Gnd spd hi taxi turn,RoD hi 2000-1000ft,-0.006731138
Pitch lo 20ft tdwn,Pitch hi 50ft tdwn,-0.006758576
Pitch hi 50ft tdwn,Pitch lo 20ft tdwn,-0.006758576
Roll hi 1000-300ft,Air spd (rel) hi 35-climb accel start,-0.006760067
Air spd (rel) hi 35-climb accel start,Roll hi 1000-300ft,-0.006760067
GS dev above GS 500-200ft,Air spd hi flap 25,-0.006767597
Air spd hi flap 25,GS dev above GS 500-200ft,-0.006767597
Air spd hi flap 5,Air spd (rel) hi 35-climb accel (3 secs),-0.00678421
Air spd (rel) hi 35-climb accel (3 secs),Air spd hi flap 5,-0.00678421
Air spd (rel) lo tdwn,Air spd (rel) hi tdwn,-0.00678555
Air spd (rel) hi tdwn,Air spd (rel) lo tdwn,-0.00678555
Hdg dev rwy >80kts air spd t/o,GS dev below GS 500-200ft,-0.006790046
GS dev below GS 500-200ft,Hdg dev rwy >80kts air spd t/o,-0.006790046
Pitch lo 20ft tdwn,Air spd hi flap 25,-0.006796177
Air spd hi flap 25,Pitch lo 20ft tdwn,-0.006796177
Roll hi 20-400ft,Pitch hi 400-1000ft,-0.006809295
Pitch hi 400-1000ft,Roll hi 20-400ft,-0.006809295
Hgt lo 1 min tdwn,Hgt hi 1 min tdwn,-0.006816351
Hgt hi 1 min tdwn,Hgt lo 1 min tdwn,-0.006816351
Turb flt,Air spd hi 5000-3000ft,-0.00685266
Air spd hi 5000-3000ft,Turb flt,-0.00685266
Short flare duration,Roll hi 400-1000ft,-0.0068773
Roll hi 400-1000ft,Short flare duration,-0.0068773
RoD hi 50ft tdwn,Lat g hi taxi turn,-0.006901632
Lat g hi taxi turn,RoD hi 50ft tdwn,-0.006901632
RoD hi 1000-500ft,Pitch hi 400-1000ft,-0.006919466
Pitch hi 400-1000ft,RoD hi 1000-500ft,-0.006919466
Fuel qty low tdwn,Air spd hi ldg gear extn,-0.006928965
Air spd hi ldg gear extn,Fuel qty low tdwn,-0.006928965
Pitch rate (rot) hi t/o,Air spd (rel) lo flap 10,-0.006958693
Air spd (rel) lo flap 10,Pitch rate (rot) hi t/o,-0.006958693
RoD hi 50ft tdwn,Flap setting lo 1000ft,-0.006959557
Flap setting lo 1000ft,RoD hi 50ft tdwn,-0.006959557
Unstable app,Flap retr early t/o,-0.006961276
Flap retr early t/o,Unstable app,-0.006961276
Pitch lo 400-1000ft,Pitch hi 35-400ft,-0.006969631
Pitch hi 35-400ft,Pitch lo 400-1000ft,-0.006969631
Fuel qty low tdwn,Air spd hi flap 5,-0.006971828
Air spd hi flap 5,Fuel qty low tdwn,-0.006971828
LOC dev 1000-500ft,Eng N1 lo TOGA t/o,-0.006973523
Eng N1 lo TOGA t/o,LOC dev 1000-500ft,-0.006973523
Pitch rate lo t/o,Pitch hi 400-1000ft,-0.006975481
Pitch hi 400-1000ft,Pitch rate lo t/o,-0.006975481
Roll hi 20-400ft,Pitch hi 35ft t/o,-0.006986735
Pitch hi 35ft t/o,Roll hi 20-400ft,-0.006986735
Hgt lo 1 min tdwn,Air spd hi flap 15,-0.007016213
Air spd hi flap 15,Hgt lo 1 min tdwn,-0.007016213
RoD hi 50ft tdwn,Air spd hi 3000-1000ft,-0.007021024
Air spd hi 3000-1000ft,RoD hi 50ft tdwn,-0.007021024
Gnd spd hi taxi turn,Air spd (rel) lo tdwn,-0.007028266
Air spd (rel) lo tdwn,Gnd spd hi taxi turn,-0.007028266
Pitch lo 35-400ft,LOC dev 1000-500ft,-0.007040598
LOC dev 1000-500ft,Pitch lo 35-400ft,-0.007040598
RoD hi 1000-500ft,Air spd (rel) lo flap 10,-0.007052832
Air spd (rel) lo flap 10,RoD hi 1000-500ft,-0.007052832
Roll hi 20-400ft,Air spd hi 1000-8000ft,-0.007056576
Air spd hi 1000-8000ft,Roll hi 20-400ft,-0.007056576
Gnd spd hi taxi straight,Air spd hi flap 10,-0.007077557
Air spd hi flap 10,Gnd spd hi taxi straight,-0.007077557
Turb flt,Air spd hi 1000-8000ft,-0.007085165
Air spd hi 1000-8000ft,Turb flt,-0.007085165
RoD hi 1000-500ft,Air spd (rel) hi liftoff,-0.007098081
Air spd (rel) hi liftoff,RoD hi 1000-500ft,-0.007098081
GS dev above GS 500-200ft,Gnd spd hi taxi turn,-0.007146085
Gnd spd hi taxi turn,GS dev above GS 500-200ft,-0.007146085
Pitch rate lo t/o,Flap mvmt late app,-0.007146277
Flap mvmt late app,Pitch rate lo t/o,-0.007146277
Unstable app,Ldg gear late extn,-0.007151376
Ldg gear late extn,Unstable app,-0.007151376
Roll cycle fin app,Air spd hi 1000-8000ft,-0.00718476
Air spd hi 1000-8000ft,Roll cycle fin app,-0.00718476
Pitch hi 35-400ft,Flap mvmt late app,-0.007204446
Flap mvmt late app,Pitch hi 35-400ft,-0.007204446
Pitch rate (rot) hi t/o,Air spd (rel) hi 35-climb accel start,-0.007216511
Air spd (rel) hi 35-climb accel start,Pitch rate (rot) hi t/o,-0.007216511
Roll cycle fin app,Air spd hi 8000-10000ft,-0.007219408
Air spd hi 8000-10000ft,Roll cycle fin app,-0.007219408
Eng N1 lo TOGA t/o,Air spd hi 8000-5000ft,-0.007233931
Air spd hi 8000-5000ft,Eng N1 lo TOGA t/o,-0.007233931
Flap mvmt late app,Air spd (rel) hi 35-climb accel (3 secs),-0.007259575
Air spd (rel) hi 35-climb accel (3 secs),Flap mvmt late app,-0.007259575
Pitch lo 400-1000ft,Pitch hi liftoff,-0.007313048
Pitch hi liftoff,Pitch lo 400-1000ft,-0.007313048
Air spd hi flap 25,Air spd (rel) hi 35ft t/o,-0.007341811
Air spd (rel) hi 35ft t/o,Air spd hi flap 25,-0.007341811
RoD hi 3000-2000ft,Air spd (rel) lo flap 5,-0.007359654
Air spd (rel) lo flap 5,RoD hi 3000-2000ft,-0.007359654
Air spd hi flap 30,Air spd (rel) lo flap 15,-0.007366996
Air spd (rel) lo flap 15,Air spd hi flap 30,-0.007366996
Pitch lo 1000-500ft,Long flare duration,-0.007418128
Long flare duration,Pitch lo 1000-500ft,-0.007418128
Pitch lo 35-climb accel start,Air spd hi 5000-3000ft,-0.007452851
Air spd hi 5000-3000ft,Pitch lo 35-climb accel start,-0.007452851
RoD hi 2000-1000ft,Pitch lo 35-climb accel start,-0.007470142
Pitch lo 35-climb accel start,RoD hi 2000-1000ft,-0.007470142
Roll hi 300-20ft,Hgt lo 1 min tdwn,-0.007474205
Hgt lo 1 min tdwn,Roll hi 300-20ft,-0.007474205
Norm g hi tdwn (hard ldg),Air spd (rel) hi 35-climb accel (3 secs),-0.007486414
Air spd (rel) hi 35-climb accel (3 secs),Norm g hi tdwn (hard ldg),-0.007486414
GS dev below GS 1000-500ft,Air spd (rel) lo flap 1,-0.007515747
Air spd (rel) lo flap 1,GS dev below GS 1000-500ft,-0.007515747
Pitch rate lo t/o,Pitch rate hi 35-1000ft,-0.007518808
Pitch rate hi 35-1000ft,Pitch rate lo t/o,-0.007518808
GS dev above GS 1000-500ft,Air spd hi 1000-8000ft,-0.007530611
Air spd hi 1000-8000ft,GS dev above GS 1000-500ft,-0.007530611
RoD hi 500-50ft,Hdg dev rwy >80kts air spd t/o,-0.007598565
Hdg dev rwy >80kts air spd t/o,RoD hi 500-50ft,-0.007598565
Unstable app,Ldg gear late retr,-0.007665564
Ldg gear late retr,Unstable app,-0.007665564
Long flare duration,GS dev below GS 1500-1000ft,-0.007681776
GS dev below GS 1500-1000ft,Long flare duration,-0.007681776
RoD hi 3000-2000ft,Fuel qty low tdwn,-0.007702426
Fuel qty low tdwn,RoD hi 3000-2000ft,-0.007702426
Air spd hi 1000-8000ft,Air spd (rel) lo liftoff,-0.007757513
Air spd (rel) lo liftoff,Air spd hi 1000-8000ft,-0.007757513
GS dev above GS 500-200ft,Air spd hi 1000-8000ft,-0.007793179
Air spd hi 1000-8000ft,GS dev above GS 500-200ft,-0.007793179
Norm g hi t/o,Air spd hi 8000-5000ft,-0.007804157
Air spd hi 8000-5000ft,Norm g hi t/o,-0.007804157
Pitch hi 50ft tdwn,Air spd hi flap 30,-0.007816465
Air spd hi flap 30,Pitch hi 50ft tdwn,-0.007816465
Pitch hi 400-1000ft,Air spd hi 10000-8000ft,-0.007818172
Air spd hi 10000-8000ft,Pitch hi 400-1000ft,-0.007818172
Hgt lo 1 min tdwn,Air spd hi flap 10,-0.007821838
Air spd hi flap 10,Hgt lo 1 min tdwn,-0.007821838
Pitch lo 35-climb accel start,Air spd hi 10000-8000ft,-0.00785522
Air spd hi 10000-8000ft,Pitch lo 35-climb accel start,-0.00785522
Hgt lo 1 min tdwn,Air spd hi flap 5,-0.007866817
Air spd hi flap 5,Hgt lo 1 min tdwn,-0.007866817
Turb flt,Air spd hi 8000-10000ft,-0.007888288
Air spd hi 8000-10000ft,Turb flt,-0.007888288
Roll hi 400-1000ft,Eng N1 lo 500-50ft (5 secs),-0.007910669
Eng N1 lo 500-50ft (5 secs),Roll hi 400-1000ft,-0.007910669
Pitch lo 500-20ft,Long flare duration,-0.007911969
Long flare duration,Pitch lo 500-20ft,-0.007911969
Pitch hi 50ft tdwn,Gnd spd hi taxi straight,-0.007929115
Gnd spd hi taxi straight,Pitch hi 50ft tdwn,-0.007929115
Eng N1 lo TOGA t/o,Air spd (rel) lo flap 15,-0.007934074
Air spd (rel) lo flap 15,Eng N1 lo TOGA t/o,-0.007934074
Hgt lo 1 min tdwn,GS dev above GS 1500-1000ft,-0.007957113
GS dev above GS 1500-1000ft,Hgt lo 1 min tdwn,-0.007957113
Pitch hi liftoff,Air spd hi flap 15,-0.007961231
Air spd hi flap 15,Pitch hi liftoff,-0.007961231
RoD hi 2000-1000ft,Norm g hi t/o,-0.007982708
Norm g hi t/o,RoD hi 2000-1000ft,-0.007982708
Air spd hi flap 25,Air spd (rel) hi tdwn,-0.007995613
Air spd (rel) hi tdwn,Air spd hi flap 25,-0.007995613
Ldg weight hi tdwn,Hgt lo 1 min tdwn,-0.008023376
Hgt lo 1 min tdwn,Ldg weight hi tdwn,-0.008023376
Pitch lo 35-400ft,LOC dev 1500-1000ft,-0.008061511
LOC dev 1500-1000ft,Pitch lo 35-400ft,-0.008061511
GS dev below GS 1500-1000ft,Flap setting lo 1000ft,-0.008067904
Flap setting lo 1000ft,GS dev below GS 1500-1000ft,-0.008067904
GS dev below GS 500-200ft,Air spd (rel) lo flap 10,-0.008088469
Air spd (rel) lo flap 10,GS dev below GS 500-200ft,-0.008088469
Fuel qty low tdwn,Air spd hi flap 25,-0.008104252
Air spd hi flap 25,Fuel qty low tdwn,-0.008104252
Roll hi 400-1000ft,Pitch lo 1000-500ft,-0.008139325
Pitch lo 1000-500ft,Roll hi 400-1000ft,-0.008139325
Roll hi 400-1000ft,Pitch hi 35ft t/o,-0.008228299
Pitch hi 35ft t/o,Roll hi 400-1000ft,-0.008228299
Eng N1 lo TOGA t/o,Air spd (rel) hi 35ft t/o,-0.008233412
Air spd (rel) hi 35ft t/o,Eng N1 lo TOGA t/o,-0.008233412
Pitch hi 400-1000ft,Air spd hi 8000-5000ft,-0.008238083
Air spd hi 8000-5000ft,Pitch hi 400-1000ft,-0.008238083
Pitch hi 400-1000ft,Fuel qty low tdwn,-0.008300311
Fuel qty low tdwn,Pitch hi 400-1000ft,-0.008300311
Roll hi 300-20ft,Fuel qty low tdwn,-0.008310201
Fuel qty low tdwn,Roll hi 300-20ft,-0.008310201
Hdg dev rwy >80kts air spd t/o,Air spd hi flap 25,-0.008330597
Air spd hi flap 25,Hdg dev rwy >80kts air spd t/o,-0.008330597
Norm g hi tdwn (hard ldg),Eng N1 lo TOGA t/o,-0.008357215
Eng N1 lo TOGA t/o,Norm g hi tdwn (hard ldg),-0.008357215
Gnd spd hi taxi straight,Air spd (rel) hi tdwn,-0.008363701
Air spd (rel) hi tdwn,Gnd spd hi taxi straight,-0.008363701
Air spd hi 8000-10000ft,Air spd (rel) lo liftoff,-0.008413108
Air spd (rel) lo liftoff,Air spd hi 8000-10000ft,-0.008413108
Pitch rate hi 35-1000ft,Air spd hi flap 25,-0.008420842
Air spd hi flap 25,Pitch rate hi 35-1000ft,-0.008420842
Long flare duration,Air spd (rel) lo flap 10,-0.008421886
Air spd (rel) lo flap 10,Long flare duration,-0.008421886
Air spd hi flap 25,Air spd (rel) hi 35-climb accel (3 secs),-0.008485589
Air spd (rel) hi 35-climb accel (3 secs),Air spd hi flap 25,-0.008485589
Pitch lo 35-climb accel start,Air spd hi 8000-5000ft,-0.008501353
Air spd hi 8000-5000ft,Pitch lo 35-climb accel start,-0.008501353
Pitch rate (rot) hi t/o,Air spd (rel) hi liftoff,-0.008554458
Air spd (rel) hi liftoff,Pitch rate (rot) hi t/o,-0.008554458
Pitch rate lo t/o,Air spd hi flap 15,-0.008578871
Air spd hi flap 15,Pitch rate lo t/o,-0.008578871
GS dev above GS 1500-1000ft,Air spd (rel) lo flap 10,-0.008590419
Air spd (rel) lo flap 10,GS dev above GS 1500-1000ft,-0.008590419
Unstable app,Mach (MMO) excd,-0.008594997
Mach (MMO) excd,Unstable app,-0.008594997
Pitch rate hi 35-1000ft,Hgt lo 1 min tdwn,-0.008612498
Hgt lo 1 min tdwn,Pitch rate hi 35-1000ft,-0.008612498
RoD hi 3000-2000ft,Norm g hi t/o,-0.008632262
Norm g hi t/o,RoD hi 3000-2000ft,-0.008632262
Pitch hi 50ft tdwn,Flap mvmt late app,-0.008648507
Flap mvmt late app,Pitch hi 50ft tdwn,-0.008648507
Flap mvmt late app,Air spd (rel) lo flap 5,-0.008665796
Air spd (rel) lo flap 5,Flap mvmt late app,-0.008665796
Norm g hi t/o,Air spd hi 10000-8000ft,-0.008689958
Air spd hi 10000-8000ft,Norm g hi t/o,-0.008689958
Pitch lo 500-20ft,Fuel qty low tdwn,-0.008811198
Fuel qty low tdwn,Pitch lo 500-20ft,-0.008811198
GS dev above GS 1000-500ft,Air spd hi 8000-10000ft,-0.008840298
Air spd hi 8000-10000ft,GS dev above GS 1000-500ft,-0.008840298
Eng N1 lo TOGA t/o,Air spd (rel) hi 35-climb accel (3 secs),-0.00886005
Air spd (rel) hi 35-climb accel (3 secs),Eng N1 lo TOGA t/o,-0.00886005
Ldg weight hi tdwn,Fuel qty low tdwn,-0.008901863
Fuel qty low tdwn,Ldg weight hi tdwn,-0.008901863
RoD hi 1000-500ft,Air spd (rel) lo flap 1,-0.008920573
Air spd (rel) lo flap 1,RoD hi 1000-500ft,-0.008920573
Norm g hi tdwn (hard ldg),Air spd hi 5000-3000ft,-0.008942729
Air spd hi 5000-3000ft,Norm g hi tdwn (hard ldg),-0.008942729
Pitch hi 35ft t/o,Gnd spd hi taxi straight,-0.008977421
Gnd spd hi taxi straight,Pitch hi 35ft t/o,-0.008977421
Pitch lo 35-climb accel start,Air spd hi flap 2,-0.00897922
Air spd hi flap 2,Pitch lo 35-climb accel start,-0.00897922
Air spd hi 3000-1000ft,Air spd (rel) lo flap 1,-0.008993152
Air spd (rel) lo flap 1,Air spd hi 3000-1000ft,-0.008993152
Pitch hi 50ft tdwn,Eng N1 lo TOGA t/o,-0.009002484
Eng N1 lo TOGA t/o,Pitch hi 50ft tdwn,-0.009002484
Mach (MMO) excd,Gnd spd hi taxi turn,-0.009080606
Gnd spd hi taxi turn,Mach (MMO) excd,-0.009080606
Eng N1 lo 500-50ft (5 secs),Air spd (rel) lo flap 5,-0.009099614
Air spd (rel) lo flap 5,Eng N1 lo 500-50ft (5 secs),-0.009099614
Roll hi 400-1000ft,Air spd (rel) hi tdwn,-0.009110603
Air spd (rel) hi tdwn,Roll hi 400-1000ft,-0.009110603
GS dev below GS 1000-500ft,Air spd (rel) lo flap 10,-0.009140017
Air spd (rel) lo flap 10,GS dev below GS 1000-500ft,-0.009140017
Hgt lo 1 min tdwn,Air spd hi flap 40,-0.009170842
Air spd hi flap 40,Hgt lo 1 min tdwn,-0.009170842
Roll hi 1000-300ft,Fuel qty low tdwn,-0.009199567
Fuel qty low tdwn,Roll hi 1000-300ft,-0.009199567
Flap setting lo 1000ft,Air spd (rel) lo flap 5,-0.00920676
Air spd (rel) lo flap 5,Flap setting lo 1000ft,-0.00920676
Air spd hi 8000-10000ft,Air spd (rel) lo flap 15,-0.009240782
Air spd (rel) lo flap 15,Air spd hi 8000-10000ft,-0.009240782
Long flare duration,Air spd (rel) lo flap 5,-0.009251082
Air spd (rel) lo flap 5,Long flare duration,-0.009251082
Air spd hi flap 5,Air spd (rel) hi 35-climb accel start,-0.009267655
Air spd (rel) hi 35-climb accel start,Air spd hi flap 5,-0.009267655
Eng N1 lo TOGA t/o,Air spd hi flap 30,-0.009332899
Air spd hi flap 30,Eng N1 lo TOGA t/o,-0.009332899
Long flare duration,Air spd (rel) lo flap 15,-0.009388191
Air spd (rel) lo flap 15,Long flare duration,-0.009388191
Eng N1 lo 500-50ft (5 secs),Air spd (rel) lo flap 1,-0.009462721
Air spd (rel) lo flap 1,Eng N1 lo 500-50ft (5 secs),-0.009462721
Unstable app,Pitch hi 500-50ft,-0.009481372
Pitch hi 500-50ft,Unstable app,-0.009481372
Pitch hi 35ft t/o,Long flare duration,-0.009490738
Long flare duration,Pitch hi 35ft t/o,-0.009490738
Spdbrk dep flaps extd,Air spd (rel) lo flap 5,-0.009492888
Air spd (rel) lo flap 5,Spdbrk dep flaps extd,-0.009492888
Pitch hi 50ft tdwn,Flap setting lo 1000ft,-0.009503966
Flap setting lo 1000ft,Pitch hi 50ft tdwn,-0.009503966
Fuel qty low tdwn,Air spd hi flap 30,-0.009558308
Air spd hi flap 30,Fuel qty low tdwn,-0.009558308
Eng N1 lo 500-50ft (5 secs),Air spd (rel) lo flap 15,-0.009564825
Air spd (rel) lo flap 15,Eng N1 lo 500-50ft (5 secs),-0.009564825
Pitch lo 35ft t/o,Pitch hi 35ft t/o,-0.009565991
Pitch hi 35ft t/o,Pitch lo 35ft t/o,-0.009565991
Pitch hi liftoff,Norm g hi t/o,-0.009597567
Norm g hi t/o,Pitch hi liftoff,-0.009597567
Hgt lo 1 min tdwn,Gnd spd hi taxi turn,-0.009641495
Gnd spd hi taxi turn,Hgt lo 1 min tdwn,-0.009641495
RoD hi 1000-500ft,Gnd spd hi taxi turn,-0.009650302
Gnd spd hi taxi turn,RoD hi 1000-500ft,-0.009650302
Spdbrk dep flaps extd,Fuel qty low tdwn,-0.009653386
Fuel qty low tdwn,Spdbrk dep flaps extd,-0.009653386
Pitch lo 35-400ft,Air spd (rel) hi tdwn,-0.009655897
Air spd (rel) hi tdwn,Pitch lo 35-400ft,-0.009655897
Pitch lo 35-climb accel start,Air spd hi flap 5,-0.009718033
Air spd hi flap 5,Pitch lo 35-climb accel start,-0.009718033
Pitch lo 35-400ft,Pitch hi 1000-500ft,-0.009738431
Pitch hi 1000-500ft,Pitch lo 35-400ft,-0.009738431
Roll hi >1000ft,Air spd hi 1000-8000ft,-0.009772901
Air spd hi 1000-8000ft,Roll hi >1000ft,-0.009772901
Throttle cycle fin app,Gnd spd hi taxi turn,-0.009789471
Gnd spd hi taxi turn,Throttle cycle fin app,-0.009789471
Pitch hi 400-1000ft,Flap mvmt late app,-0.009836186
Flap mvmt late app,Pitch hi 400-1000ft,-0.009836186
Gnd spd hi taxi straight,Eng N1 lo 500-50ft (5 secs),-0.009842012
Eng N1 lo 500-50ft (5 secs),Gnd spd hi taxi straight,-0.009842012
Unstable app,Air spd (rel) lo liftoff,-0.009857603
Air spd (rel) lo liftoff,Unstable app,-0.009857603
Gnd spd hi taxi straight,Air spd hi flap 1,-0.009867689
Air spd hi flap 1,Gnd spd hi taxi straight,-0.009867689
Pitch lo 500-20ft,Gnd spd hi taxi straight,-0.009881495
Gnd spd hi taxi straight,Pitch lo 500-20ft,-0.009881495
Roll hi 400-1000ft,Pitch lo 35-400ft,-0.00993099
Pitch lo 35-400ft,Roll hi 400-1000ft,-0.00993099
RoD hi 50ft tdwn,Pitch hi 35ft t/o,-0.009952802
Pitch hi 35ft t/o,RoD hi 50ft tdwn,-0.009952802
GS dev below GS 1500-1000ft,Fuel qty low tdwn,-0.009974965
Fuel qty low tdwn,GS dev below GS 1500-1000ft,-0.009974965
Flap setting lo 1000ft,Air spd (rel) lo flap 1,-0.010020297
Air spd (rel) lo flap 1,Flap setting lo 1000ft,-0.010020297
Roll hi 300-20ft,Pitch lo 35-climb accel start,-0.010053685
Pitch lo 35-climb accel start,Roll hi 300-20ft,-0.010053685
Gnd spd hi taxi straight,Air spd (rel) hi 35ft t/o,-0.010130457
Air spd (rel) hi 35ft t/o,Gnd spd hi taxi straight,-0.010130457
LOC dev 1500-1000ft,Air spd (rel) lo flap 1,-0.010157441
Air spd (rel) lo flap 1,LOC dev 1500-1000ft,-0.010157441
Pitch hi liftoff,Flap mvmt late app,-0.0101825
Flap mvmt late app,Pitch hi liftoff,-0.0101825
Unstable app,GS dev below GS 1500-1000ft,-0.010193878
GS dev below GS 1500-1000ft,Unstable app,-0.010193878
Roll hi 400-1000ft,Norm g hi tdwn (hard ldg),-0.010253896
Norm g hi tdwn (hard ldg),Roll hi 400-1000ft,-0.010253896
Air spd hi flap 1,Air spd hi 1000-8000ft,-0.010269334
Air spd hi 1000-8000ft,Air spd hi flap 1,-0.010269334
Pitch rate (neg) t/o,Air spd hi 8000-10000ft,-0.01033965
Air spd hi 8000-10000ft,Pitch rate (neg) t/o,-0.01033965
Hgt lo 1 min tdwn,Hgt hi 2 min tdwn,-0.010341469
Hgt hi 2 min tdwn,Hgt lo 1 min tdwn,-0.010341469
Pitch hi 50ft tdwn,Pitch hi 35-400ft,-0.01041858
Pitch hi 35-400ft,Pitch hi 50ft tdwn,-0.01041858
Pitch rate (rot) hi t/o,Air spd hi 1000-8000ft,-0.010419213
Air spd hi 1000-8000ft,Pitch rate (rot) hi t/o,-0.010419213
Air spd hi flap 30,Air spd (rel) lo flap 10,-0.010419793
Air spd (rel) lo flap 10,Air spd hi flap 30,-0.010419793
GS dev below GS 1500-1000ft,GS dev above GS 1500-1000ft,-0.010464203
GS dev above GS 1500-1000ft,GS dev below GS 1500-1000ft,-0.010464203
RoD hi 1000-500ft,Long flare duration,-0.010647016
Long flare duration,RoD hi 1000-500ft,-0.010647016
Pitch rate lo t/o,Pitch rate (rot) hi t/o,-0.010672785
Pitch rate (rot) hi t/o,Pitch rate lo t/o,-0.010672785
Hgt lo 1 min tdwn,GS dev below GS 500-200ft,-0.010677525
GS dev below GS 500-200ft,Hgt lo 1 min tdwn,-0.010677525
Pitch lo 35-climb accel start,Lat g hi taxi turn,-0.010681686
Lat g hi taxi turn,Pitch lo 35-climb accel start,-0.010681686
Norm g hi tdwn (hard ldg),Air spd (rel) lo tdwn,-0.010681856
Air spd (rel) lo tdwn,Norm g hi tdwn (hard ldg),-0.010681856
Unstable app,Pitch rate (rot) hi t/o,-0.010735732
Pitch rate (rot) hi t/o,Unstable app,-0.010735732
RoD hi 1000-500ft,Pitch lo 35-climb accel start,-0.010793633
Pitch lo 35-climb accel start,RoD hi 1000-500ft,-0.010793633
LOC dev 500-200ft,Gnd spd hi taxi straight,-0.010871649
Gnd spd hi taxi straight,LOC dev 500-200ft,-0.010871649
Flap setting lo 1000ft,Air spd (rel) lo flap 15,-0.010886603
Air spd (rel) lo flap 15,Flap setting lo 1000ft,-0.010886603
Eng rev thrust hi at lo gnd spd,Air spd hi 1000-8000ft,-0.010942247
Air spd hi 1000-8000ft,Eng rev thrust hi at lo gnd spd,-0.010942247
Gnd spd hi taxi turn,Eng N1 lo 500-50ft (5 secs),-0.010949549
Eng N1 lo 500-50ft (5 secs),Gnd spd hi taxi turn,-0.010949549
Unstable app,Roll cycle fin app,-0.010952414
Roll cycle fin app,Unstable app,-0.010952414
RoD hi 50ft tdwn,Long flare duration,-0.010964846
Long flare duration,RoD hi 50ft tdwn,-0.010964846
Pitch hi liftoff,Air spd hi 1000-8000ft,-0.011002484
Air spd hi 1000-8000ft,Pitch hi liftoff,-0.011002484
Air spd hi flap 10,Air spd hi 1000-8000ft,-0.011016443
Air spd hi 1000-8000ft,Air spd hi flap 10,-0.011016443
Unstable app,RoD hi tdwn,-0.011023228
RoD hi tdwn,Unstable app,-0.011023228
Roll hi >1000ft,Air spd hi 8000-10000ft,-0.011050134
Air spd hi 8000-10000ft,Roll hi >1000ft,-0.011050134
Pitch hi 50ft tdwn,Air spd (rel) hi 35ft t/o,-0.011100224
Air spd (rel) hi 35ft t/o,Pitch hi 50ft tdwn,-0.011100224
Eng rev thrust hi at lo gnd spd,Air spd hi 8000-10000ft,-0.011131312
Air spd hi 8000-10000ft,Eng rev thrust hi at lo gnd spd,-0.011131312
Pitch rate (neg) t/o,Air spd hi 1000-8000ft,-0.011143603
Air spd hi 1000-8000ft,Pitch rate (neg) t/o,-0.011143603
Pitch hi liftoff,Long flare duration,-0.011156366
Long flare duration,Pitch hi liftoff,-0.011156366
Pitch rate lo t/o,Fuel qty low tdwn,-0.011166771
Fuel qty low tdwn,Pitch rate lo t/o,-0.011166771
GS dev below GS 1500-1000ft,Air spd hi flap 25,-0.011190043
Air spd hi flap 25,GS dev below GS 1500-1000ft,-0.011190043
Pitch lo 35-400ft,Flap setting lo 1000ft,-0.011197187
Flap setting lo 1000ft,Pitch lo 35-400ft,-0.011197187
Pitch rate lo t/o,Air spd hi flap 25,-0.01121071
Air spd hi flap 25,Pitch rate lo t/o,-0.01121071
Pitch hi 35ft t/o,Air spd (rel) lo flap 1,-0.01125898
Air spd (rel) lo flap 1,Pitch hi 35ft t/o,-0.01125898
Long flare duration,Eng rev thrust hi at lo gnd spd,-0.011288738
Eng rev thrust hi at lo gnd spd,Long flare duration,-0.011288738
Pitch lo 1000-500ft,Gnd spd hi taxi straight,-0.011351922
Gnd spd hi taxi straight,Pitch lo 1000-500ft,-0.011351922
